tweet_id,favorite_count,retweet_count
831911600680497154,25140,5865
831670449226514432,9487,1660
831650051525054464,6477,1761
831552930092285952,8225,2118
831322785565769729,8489,1411
831315979191906304,6008,1017
831309418084069378,10754,2217
831262627380748289,10828,1859
830956169170665475,7286,1358
830583320585068544,60802,15156
830173239259324417,0,5149
830097400375152640,8899,2644
829878982036299777,0,4506
829861396166877184,11163,1763
829501995190984704,29056,9586
829449946868879360,9601,1828
829141528400556032,22263,6651
829011960981237760,48532,14699
828801551087042563,0,3096
828770345708580865,23370,5283
828708714936930305,33292,10117
828650029636317184,8679,1215
828409743546925057,5866,1062
828408677031882754,7053,1164
828381636999917570,11510,2024
828376505180889089,6793,972
828372645993398273,11521,2674
828361771580813312,2015,163
828046555563323392,10752,2605
828011680017821696,9471,1959
827933404142436356,18336,4738
827653905312006145,14136,2739
827600520311402496,6866,856
827324948884643840,14533,2758
827199976799354881,9718,2021
826958653328592898,19712,4506
826848821049180160,33079,9176
826615380357632002,0,3612
826598799820865537,4712,225
826598365270007810,9190,2144
826476773533745153,16881,3826
826240494070030336,12140,2379
826204788643753985,4468,842
826115272272650244,14325,2818
825876512159186944,9628,1711
825829644528148480,11680,2292
825535076884762624,52068,15938
825147591692263424,16755,4100
825120256414846976,0,1155
825026590719483904,5744,1155
824796380199809024,0,5007
824775126675836928,13672,3215
824663926340194305,9666,1620
824325613288833024,10861,9650
824297048279236611,13855,3506
824025158776213504,4400,543
823939628516474880,9752,2484
823719002937630720,0,10163
823699002998870016,12709,2271
823581115634085888,11883,2400
823333489516937216,640,20
823322678127919110,14406,3649
823269594223824897,0,9059
822975315408461824,15891,3132
822872901745569793,120476,39118
822859134160621569,12081,2073
822647212903690241,0,5853
822610361945911296,13576,2672
822489057087389700,16647,5853
822462944365645825,25742,12940
822244816520155136,32191,9059
822163064745328640,0,4298
821886076407029760,10367,2108
821813639212650496,0,3067
821765923262631936,7677,1539
821522889702862852,7361,1612
821421320206483457,0,5045
821407182352777218,10833,3932
821153421864615936,228,8
821149554670182400,7892,1795
821107785811234820,8791,1931
821044531881721856,11595,2084
820837357901512704,0,6120
820749716845686786,28949,9035
820690176645140481,11284,2956
820494788566847489,0,517
820446719150292993,0,2358
820314633777061888,3069,517
820078625395449857,18153,5679
820013781606658049,0,1064
819952236453363712,4882,1063
819924195358416896,11914,4466
819711362133872643,12237,2805
819588359383371776,8864,1835
819347104292290561,6643,1100
819238181065359361,2068,373
819227688460238848,21193,6120
819015337530290176,0,33898
819015331746349057,0,17461
819006400881917954,41894,17461
819004803107983360,80532,33898
818646164899774465,0,19090
818627210458333184,20677,6932
818614493328580609,9053,2316
818588835076603904,0,5594
818536468981415936,9977,2232
818307523543449600,0,7331
818259473185828864,10131,2041
818145370475810820,11312,2325
817908911860748288,4487,727
817827839487737858,47478,24660
817777686764523521,9943,2475
817536400337801217,10851,2682
817502432452313088,0,3079
817423860136083457,31097,13341
817415592588222464,5168,873
817181837579653120,0,7721
817171292965273600,8060,1831
817120970343411712,11224,2364
817056546584727552,7923,1494
816829038950027264,0,4309
816816676327063552,9238,1863
816697700272001025,9001,2016
816450570814898180,27987,7331
816336735214911488,7957,1769
816091915477250048,8281,1961
816062466425819140,0,924
816014286006976512,0,4794
815990720817401858,4567,924
815966073409433600,20622,7721
815745968457060357,0,3786
815736392542261248,9044,2084
815639385530101762,7576,1528
815390420867969024,9558,3507
814986499976527872,7068,1176
814638523311648768,10414,2485
814578408554463233,0,5354
814530161257443328,8039,1718
814153002265309185,26612,7951
813944609378369540,0,2909
813910438903693312,8604,1712
813812741911748608,33667,12769
813800681631023104,7669,1617
813217897535406080,17220,6740
813202720496779264,8542,1676
813187593374461952,18301,3975
813172488309972993,8558,1780
813157409116065792,7163,2030
813142292504645637,7854,2205
813130366689148928,4143,411
813127251579564032,10952,2877
813112105746448384,9551,2527
813096984823349248,9732,3321
813081950185472002,9181,2555
813066809284972545,7364,1800
813051746834595840,19423,6719
812781120811126785,6975,1763
812709060537683968,6101,1337
812503143955202048,5580,1127
812466873996607488,7360,1772
812372279581671427,12594,3365
811985624773361665,6728,1293
811744202451197953,6986,1448
811647686436880384,5174,670
811627233043480576,11765,2795
811386762094317568,19314,5871
810984652412424192,4913,1303
810896069567610880,8302,1610
810657578271330305,10138,2422
810284430598270976,32451,10328
810254108431155201,13537,3096
809920764300447744,14338,3612
809808892968534016,0,4503
809448704142938112,6437,1344
809220051211603969,18345,5149
809084759137812480,12195,3225
808838249661788160,9359,2811
808733504066486276,7303,2000
808501579447930884,10462,2420
808344865868283904,39258,19090
808134635716833280,0,5413
808106460588765185,8160,2027
808001312164028416,11532,3250
807621403335917568,13485,3328
807106840509214720,108817,50670
807059379405148160,0,6748
807010152071229440,12082,3541
806629075125202948,68776,31780
806620845233815552,0,5044
806576416489959424,4521,1775
806542213899489280,9476,2183
806242860592926720,0,10683
806219024703037440,5965,1105
805958939288408065,0,4929
805932879469572096,7664,1770
805826884734976000,6086,1688
805823200554876929,0,7332
805520635690676224,5338,1525
805487436403003392,8102,2338
805207613751304193,7271,1594
804738756058218496,12594,3538
804475857670639616,5679,1848
804413760345620481,0,2954
804026241225523202,41101,14766
803773340896923648,9305,2541
803692223237865472,0,6768
803638050916102144,10126,3828
803380650405482500,7181,1741
803321560782307329,0,4872
803276597545603072,9276,2261
802952499103731712,8364,1838
802624713319034886,0,2684
802600418706604034,6581,1364
802572683846291456,8283,2317
802323869084381190,14934,5381
802265048156610565,6438,1270
802239329049477120,8429,2406
802185808107208704,0,247
801958328846974976,7177,1564
801854953262350336,1687,217
801538201127157760,7595,1923
801285448605831168,5599,763
801167903437357056,22463,5413
801127390143516673,0,3639
801115127852503040,7458,1957
800859414831898624,638,89
800855607700029440,0,1493
800751577355128832,9836,2586
800513324630806528,12118,2770
800459316964663297,8794,2024
800443802682937345,0,3958
800388270626521089,10312,2593
800188575492947969,0,3609
800141422401830912,14165,2358
800018252395122689,26245,12076
799774291445383169,0,4290
799757965289017345,7749,1974
799422933579902976,7458,1761
799308762079035393,0,4993
799297110730567681,9145,2508
799063482566066176,7484,2308
798933969379225600,12108,4088
798925684722855936,6950,1332
798705661114773508,0,6103
798701998996647937,0,7096
798697898615730177,0,5977
798694562394996736,0,4552
798686750113755136,0,2143
798682547630837760,0,4346
798673117451325440,0,5113
798665375516884993,0,3622
798644042770751489,0,1720
798628517273620480,0,1834
798585098161549313,0,5171
798576900688019456,0,5384
798340744599797760,0,3089
798209839306514432,9667,2387
797971864723324932,10689,2849
797545162159308800,13461,4546
797236660651966464,18458,6052
797165961484890113,208,24
796904159865868288,0,8187
796865951799083009,7118,1809
796759840936919040,10891,2777
796563435802726400,0,6599
796484825502875648,6983,1620
796387464403357696,10168,3817
796177847564038144,0,13118
796149749086875649,29710,13118
796125600683540480,4595,1645
796116448414461957,8390,2207
796080075804475393,7779,2130
796031486298386433,9977,3425
795464331001561088,45652,21575
795400264262053889,9284,2636
795076730285391872,14941,5007
794983741416415232,0,3112
794926597468000259,9413,2125
794355576146903043,0,9492
794332329137291264,8879,2494
794205286408003585,8536,3060
793962221541933056,15501,4503
793845145112371200,8515,1716
793614319594401792,0,2859
793601777308463104,7364,1500
793500921481273345,9827,2191
793286476301799424,22678,8438
793271401113350145,8002,2217
793256262322548741,18442,7654
793241302385262592,9697,3017
793226087023144960,9059,2676
793210959003287553,8227,2562
793195938047070209,14087,5196
793180763617361921,6394,1834
793165685325201412,8662,2591
793150605191548928,5670,1564
793135492858580992,5942,2306
793120401413079041,11710,3607
792913359805018113,13220,3646
792883833364439040,10402,3926
792773781206999040,6792,1550
792394556390137856,12377,3944
792050063153438720,6598,1644
791821351946420224,0,19312
791784077045166082,0,8721
791780927877898241,0,3496
791774931465953280,41716,20389
791672322847637504,10809,2860
791406955684368384,12138,3786
791312159183634433,8082,2321
791026214425268224,0,3729
790987426131050500,9041,1956
790946055508652032,15426,4309
790723298204217344,0,2107
790698755171364864,7594,1768
790581949425475584,19090,6534
790337589677002753,7210,1740
790277117346975746,11543,2909
790227638568808452,0,3243
789986466051088384,8580,2107
789960241177853952,0,3738
789903600034189313,9515,3807
789628658055020548,6898,1606
789599242079838210,6220,1756
789530877013393408,10801,3112
789314372632018944,7976,2101
789280767834746880,0,4502
789268448748703744,8433,2400
789137962068021249,8961,2562
788908386943430656,25300,11445
788765914992902144,25234,9492
788552643979468800,0,6533
788412144018661376,14349,4851
788178268662984705,6718,1949
788150585577050112,5662,1183
788070120937619456,0,3166
788039637453406209,5631,1203
787810552592695296,7928,2796
787717603741622272,9431,2534
787397959788929025,10028,2621
787322443945877504,7189,1605
787111942498508800,0,6198
786963064373534720,24546,7287
786729988674449408,0,2221
786709082849828864,16854,5616
786664955043049472,9783,2322
786595970293370880,8713,2865
786363235746385920,10028,3156
786286427768250368,7375,2603
786233965241827333,13990,4298
786051337297522688,1323,143
786036967502913536,0,6389
785927819176054784,10477,2931
785872687017132033,6156,1646
785639753186217984,7214,2072
785533386513321988,8326,1802
785515384317313025,5626,1136
785264754247995392,6734,1492
785170936622350336,11059,4410
784826020293709826,9324,2954
784517518371221505,8279,2317
784431430411685888,5298,1160
784183165795655680,18456,7332
784057939640352768,27346,10163
783839966405230592,27602,9836
783821107061198850,6803,1795
783695101801398276,9612,2934
783466772167098368,7743,2045
783391753726550016,15584,5010
783347506784731136,0,5053
783334639985389568,26808,10683
783085703974514689,7526,1986
782969140009107456,22203,6748
782747134529531904,6886,1290
782722598790725632,15871,4929
782598640137187329,7168,1742
782305867769217024,15297,5045
782021823840026624,0,5621
781955203444699136,10272,3079
781661882474196992,9605,2475
781655249211752448,3675,1037
781524693396357120,19033,5044
781308096455073793,6559,2344
781251288990355457,7682,1897
781163403222056960,8987,2531
780931614150983680,19892,6599
780858289093574656,6587,1833
780800785462489090,5039,1182
780601303617732608,11062,3067
780543529827336192,5814,1601
780496263422808064,0,3358
780476555013349377,0,103
780459368902959104,4864,983
780192070812196864,7990,2043
780092040432480260,0,2082
780074436359819264,11136,4493
779834332596887552,17279,6389
779377524342161408,8027,2830
779124354206535695,0,16734
779056095788752897,13538,4135
778990705243029504,18304,6554
778774459159379968,0,8976
778764940568104960,796,328
778748913645780993,6280,1185
778650543019483137,5270,1368
778624900596654080,4229,925
778408200802557953,12557,3948
778396591732486144,0,11108
778383385161035776,5352,1000
778286810187399168,9472,3008
778039087836069888,7795,2414
778027034220126208,6015,1464
777953400541634568,0,3202
777885040357281792,5821,1485
777684233540206592,10318,2684
777641927919427584,0,3850
777621514455814149,8000,2306
777189768882946048,12977,3913
776819012571455488,0,12336
776813020089548800,4495,1100
776477788987613185,8031,2510
776249906839351296,0,8286
776218204058357768,27421,14430
776201521193218049,8787,2297
776113305656188928,10803,3958
776088319444877312,1677,140
775898661951791106,0,15251
775842724423557120,10723,2411
775733305207554048,12688,3639
775729183532220416,11912,4197
775364825476165632,6786,2669
775350846108426240,9313,3550
775085132600442880,14259,4290
774757898236878852,7901,1619
774639387460112384,6197,1574
774314403806253056,19990,4993
773985732834758656,9896,3519
773922284943896577,5894,1593
773704687002451968,6055,1469
773670353721753600,4919,1199
773547596996571136,20260,5594
773336787167145985,0,4560
773308824254029826,21328,6815
773247561583001600,8641,2954
773191612633579521,9143,3734
772877495989305348,7850,3520
772826264096874500,7347,2164
772615324260794368,0,3060
772581559778025472,5942,1554
772193107915964416,5526,1263
772152991789019136,3489,1033
772117678702071809,3457,672
772114945936949249,2519,431
772102971039580160,3661,846
771908950375665664,6001,1718
771770456517009408,10919,3089
771500966810099713,7580,2385
771380798096281600,9655,4560
771171053431250945,0,6745
771136648247640064,8394,2666
771102124360998913,5704,1303
771014301343748096,6300,1507
770787852854652928,4477,1082
770772759874076672,4751,1301
770655142660169732,6719,1636
770414278348247044,5779,1894
770293558247038976,5699,1325
770093767776997377,0,2765
770069151037685760,6940,2088
769940425801170949,28560,8655
769695466921623552,5877,1531
769335591808995329,0,7014
769212283578875904,4966,1572
768970937022709760,13069,5876
768909767477751808,0,2385
768855141948723200,3828,808
768609597686943744,3758,1077
768596291618299904,4625,1173
768554158521745409,0,5271
768473857036525572,12466,3107
768193404517830656,9896,3202
767884188863397888,4355,1253
767754930266464257,14555,4872
767500508068192258,6858,2104
767191397493538821,11221,3407
767122157629476866,9292,2585
766793450729734144,4617,1230
766714921925144576,2390,340
766693177336135680,3678,715
766423258543644672,5493,1427
766313316352462849,6190,1691
766078092750233600,0,2372
766069199026450432,3840,760
766008592277377025,3428,452
765719909049503744,6594,1950
765669560888528897,4710,1108
765395769549590528,24375,3055
765371061932261376,6513,1964
765222098633691136,10639,3060
764857477905154048,5918,1612
764259802650378240,5481,1361
763956972077010945,712,48
763837565564780549,11438,3729
763183847194451968,4913,1321
763167063695355904,0,2694
763103485927849985,6728,2066
762699858130116608,11025,3243
762471784394268675,10277,5803
762464539388485633,9392,3738
762316489655476224,4386,1015
762035686371364864,29156,14057
761976711479193600,4918,1789
761750502866649088,0,3520
761745352076779520,3912,781
761672994376806400,45162,26190
761599872357261312,3777,1073
761371037149827077,0,16336
761334018830917632,4690,1317
761292947749015552,4069,988
761227390836215808,4840,1411
761004547850530816,10357,3166
760893934457552897,3475,871
760656994973933572,6017,1710
760641137271070720,4551,1169
760539183865880579,6899,3264
760521673607086080,3831,1261
760290219849637889,24414,10378
760252756032651264,3624,784
760190180481531904,5228,1611
760153949710192640,0,27
759943073749200896,5404,1896
759846353224826880,6117,1770
759793422261743616,5435,1734
759557299618865152,4298,1087
759447681597108224,7689,2221
759446261539934208,1523,447
759197388317847553,5581,1774
759159934323924993,0,1053
759099523532779520,13279,3747
759047813560868866,5918,1808
758854675097526272,3232,823
758828659922702336,10206,3474
758740312047005698,5236,1475
758474966123810816,3462,902
758467244762497024,4363,1994
758405701903519748,4752,1726
758355060040593408,3063,940
758099635764359168,17295,8976
758041019896193024,2446,334
757741869644341248,6246,2967
757729163776290825,0,7077
757725642876129280,4147,1083
757611664640446465,4179,992
757597904299253760,0,273
757596066325864448,3969,939
757400162377592832,13789,6220
757393109802180609,5330,1562
757354760399941633,4110,1280
756998049151549440,5697,1804
756939218950160384,6052,1810
756651752796094464,4556,1171
756526248105566208,9433,3221
756303284449767430,3594,984
756288534030475264,40097,15992
756275833623502848,5818,1376
755955933503782912,6675,2582
755206590534418437,14931,4828
755110668769038337,19269,10007
754874841593970688,0,7110
754856583969079297,6295,2272
754747087846248448,2350,466
754482103782404096,4808,1758
754449512966619136,3402,658
754120377874386944,7186,2130
753655901052166144,5322,1958
753420520834629632,7145,3178
753398408988139520,5231,1701
753375668877008896,6924,2082
753298634498793472,0,5107
753294487569522689,3027,939
753039830821511168,33744,18787
753026973505581056,3562,859
752932432744185856,11494,6198
752917284578922496,6324,1411
752701944171524096,0,2570
752682090207055872,5464,1432
752660715232722944,3980,1402
752568224206688256,4998,2055
752519690950500352,6669,3084
752334515931054080,3505,992
752309394570878976,0,14667
752173152931807232,5414,1634
751950017322246144,2792,815
751937170840121344,4722,1174
751830394383790080,5319,1754
751793661361422336,5271,2564
751598357617971201,7224,2770
751583847268179968,3984,992
751538714308972544,4592,1132
751456908746354688,2934,911
751251247299190784,11445,5290
751205363882532864,5738,1640
751132876104687617,4600,1168
750868782890057730,4357,1221
750719632563142656,11952,4502
750506206503038976,4025,1028
750429297815552001,11994,3850
750383411068534784,4139,1021
750381685133418496,655,25
750147208377409536,2840,864
750132105863102464,3287,1154
750117059602808832,3951,1184
750101899009982464,2782,762
750086836815486976,1971,481
750071704093859840,7082,2988
750056684286914561,2877,806
750041628174217216,2889,558
750026558547456000,2459,705
750011400160841729,2931,805
749996283729883136,2759,743
749981277374128128,4679,2229
749774190421639168,4237,1185
749417653287129088,5538,1487
749403093750648834,2381,479
749395845976588288,7768,3100
749317047558017024,4960,2012
749075273010798592,5221,1848
749064354620928000,4381,1380
749036806121881602,2807,721
748977405889503236,9758,3074
748932637671223296,5283,2024
748705597323898880,2514,855
748699167502000129,4287,1433
748692773788876800,3846,1210
748575535303884801,5512,1776
748568946752774144,1984,595
748346686624440324,4716,1104
748337862848962560,6912,3676
748324050481647620,3373,670
748307329658011649,3352,644
748220828303695873,12872,6963
747963614829678593,5237,1920
747933425676525569,6018,2310
747885874273214464,2655,862
747844099428986880,2553,664
747816857231626240,4400,1033
747651430853525504,1246,141
747648653817413632,11704,5231
747600769478692864,2110,514
747594051852075008,3326,937
747512671126323200,4994,1450
747461612269887489,3495,922
747439450712596480,4922,1727
747242308580548608,0,2582
747219827526344708,4771,1416
747204161125646336,3044,811
747103485104099331,8681,3555
746906459439529985,2650,261
746872823977771008,5436,1891
746818907684614144,4824,1562
746790600704425984,4429,1434
746757706116112384,8614,3496
746726898085036033,5499,1615
746542875601690625,4590,1718
746521445350707200,0,881
746507379341139972,4261,976
746369468511756288,5611,1459
746131877086527488,6228,1961
746056683365994496,3226,722
745789745784041472,3570,949
745712589599014916,6334,2084
745433870967832576,6394,2272
745422732645535745,7753,2162
745314880350101504,6454,2449
745074613265149952,7095,3131
745057283344719872,6576,2024
744995568523612160,2667,557
744971049620602880,7137,2399
744709971296780288,5084,1401
744334592493166593,6193,1895
744234799360020481,141534,69384
744223424764059648,1495,321
743980027717509120,3785,983
743895849529389061,3307,860
743835915802583040,0,1835
743609206067040256,4059,1245
743595368194129920,16529,5843
743545585370791937,3194,849
743510151680958465,7210,3352
743253157753532416,3831,1102
743222593470234624,5580,1707
743210557239623680,3481,1219
742534281772302336,6414,3228
742528092657332225,3998,1770
742465774154047488,6563,3538
742423170473463808,8841,3358
742385895052087300,6110,1741
742161199639494656,3910,1224
742150209887731712,4583,1376
741793263812808706,4121,1364
741743634094141440,7380,2455
741438259667034112,3333,736
741303864243200000,7914,2862
741099773336379392,9009,4923
741067306818797568,8642,2765
740995100998766593,5681,2420
740711788199743490,3072,843
740699697422163968,2572,694
740676976021798912,16396,6103
740373189193256964,31637,11897
740365076218183684,2203,378
740359016048689152,2979,783
740214038584557568,6004,1760
739979191639244800,17983,5271
739932936087216128,3638,961
739844404073074688,3436,774
739623569819336705,3418,1214
739606147276148736,4855,1474
739544079319588864,35641,18920
739485634323156992,6430,2597
739238157791694849,104436,51860
738891149612572673,88,6
738885046782832640,3409,1020
738883359779196928,2962,709
738537504001953792,4590,1366
738402415918125056,2934,730
738184450748633089,3881,1090
738166403467907072,7889,2984
738156290900254721,2227,575
737826014890496000,4702,1576
737800304142471168,8985,3124
737678689543020544,4520,1170
737445876994609152,9235,3989
737322739594330112,3242,718
737310737551491075,13231,6626
736736130620620800,3786,1526
736392552031657984,15964,6533
736365877722001409,3591,1091
736225175608430592,7307,2502
736010884653420544,7087,2659
735991953473572864,3231,1027
735648611367784448,3647,987
735635087207878657,5516,2105
735274964362878976,11782,4458
735256018284875776,3002,795
735137028879360001,2823,864
734912297295085568,2477,463
734787690684657664,11299,5678
734776360183431168,2266,482
734559631394082816,1347,347
733828123016450049,3219,703
733822306246479872,3307,904
733482008106668032,2816,835
733460102733135873,3776,1121
733109485275860992,48126,15251
732732193018155009,2176,477
732726085725589504,3204,783
732585889486888962,3279,705
732375214819057664,7257,2249
732005617171337216,13354,4794
731285275100512256,3124,882
731156023742988288,3461,1122
730924654643314689,5479,1754
730573383004487680,4356,1878
730427201120833536,3126,928
730211855403241472,3405,944
730196704625098752,4334,1669
729854734790754305,3621,994
